"","id","GR19-MIT5","IS19-13","IS19-14","domain","major_clade","kingdom","phylum","class","order","family","genus"
"484","NTU484",211,9,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"485","NTU485",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Acidipropionibacterium"
"486","NTU486",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium"
"487","NTU487",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium"
"488","NTU488",0,6,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium"
"489","NTU489",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium"
"490","NTU490",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Friedmanniella"
"491","NTU491",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Friedmanniella"
"492","NTU492",8,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Haloactinopolyspora"
"493","NTU493",14,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Jiangella"
"494","NTU494",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Marinilutecoccus"
"495","NTU495",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus"
"496","NTU496",27,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Phytoactinopolyspora"
"497","NTU497",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Phytoactinopolyspora"
"498","NTU498",9,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Phytoactinopolyspora"
"499","NTU499",42,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacteriaceae family"
"500","NTU500",20,16,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacteriaceae family"
"501","NTU501",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinoalloteichus"
"502","NTU502",48,36,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora"
"503","NTU503",205,83,7,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora"
"504","NTU504",45,144,6,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora"
"505","NTU505",40,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora"
"506","NTU506",60,4,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinophytocola"
"507","NTU507",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinopolyspora"
"508","NTU508",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinopolyspora"
"509","NTU509",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinopolyspora"
"510","NTU510",0,136,11,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinorectispora"
"511","NTU511",9,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinosynnema"
"512","NTU512",0,11,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Alloactinosynnema"
"513","NTU513",13,8,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Allokutzneria"
"514","NTU514",0,16,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis"
"515","NTU515",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis"
"516","NTU516",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis"
"517","NTU517",0,6,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Crossiella"
"518","NTU518",22,41,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Crossiella"
"519","NTU519",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Kibdelosporangium"
"520","NTU520",11,72,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria"
"521","NTU521",195,201,37,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"522","NTU522",0,9,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"523","NTU523",0,3,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"524","NTU524",89,13,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"525","NTU525",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"526","NTU526",25,97,12,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"527","NTU527",18,56,8,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"528","NTU528",0,10,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"529","NTU529",0,15,4,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"530","NTU530",0,3,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"531","NTU531",0,3,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"532","NTU532",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"533","NTU533",0,3,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"534","NTU534",18,3,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"535","NTU535",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"536","NTU536",7,29,4,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"537","NTU537",0,4,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"538","NTU538",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"539","NTU539",0,6,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"540","NTU540",59,16,4,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"541","NTU541",44,61,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"542","NTU542",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"543","NTU543",8,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"544","NTU544",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"545","NTU545",0,50,3,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"546","NTU546",458,550,73,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"547","NTU547",62,66,6,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"548","NTU548",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"549","NTU549",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharomonospora"
"550","NTU550",0,3,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix"
"551","NTU551",11,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Thermocrispum"
"552","NTU552",8,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Umezawaea"
"553","NTU553",0,8,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptacidiphilus"
"554","NTU554",16,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"555","NTU555",39,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"556","NTU556",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"557","NTU557",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"558","NTU558",7,4,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"559","NTU559",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"560","NTU560",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"561","NTU561",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"562","NTU562",0,9,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"563","NTU563",16,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"564","NTU564",11,0,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"565","NTU565",41,58,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"566","NTU566",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"567","NTU567",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"568","NTU568",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"569","NTU569",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"570","NTU570",81,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"571","NTU571",12,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"572","NTU572",13,176,8,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"573","NTU573",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"574","NTU574",165,33,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"575","NTU575",420,114,4,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"576","NTU576",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"577","NTU577",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"578","NTU578",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"579","NTU579",0,3,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"580","NTU580",0,6,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"581","NTU581",11,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"582","NTU582",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"583","NTU583",19,84,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"584","NTU584",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"585","NTU585",0,4,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"586","NTU586",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"587","NTU587",0,5,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"588","NTU588",9,3,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"589","NTU589",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"590","NTU590",7,8,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"591","NTU591",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"592","NTU592",13,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"593","NTU593",0,3,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"594","NTU594",8,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"595","NTU595",197,152,11,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"596","NTU596",81,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"597","NTU597",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis"
"598","NTU598",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis"
"599","NTU599",26,44,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis"
"600","NTU600",13,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Streptomonospora"
"601","NTU601",20,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea"
"602","NTU602",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Sphaerisporangium"
"603","NTU603",13,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium"
"604","NTU604",0,5,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium"
"605","NTU605",14,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Thermoactinospora"
"606","NTU606",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","[Streptomyces] thermoautotrophicus"
"607","NTU607",0,4,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia"
"608","NTU608",43,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura"
"609","NTU609",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Thermobispora"
"610","NTU610",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Thermobispora"
"611","NTU611",14,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Thermomonosporaceae family"
"612","NTU612",0,6,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Actinobacteria class","Actinobacteria class","Actinobacteria class"
"613","NTU613",9,28,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Actinobacteria class","Actinobacteria class","Actinobacteria class"
"614","NTU614",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Coriobacteriia","OPB41","OPB41 order","OPB41 order"
"615","NTU615",0,0,7,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Coriobacteriia","OPB41","OPB41 order","OPB41 order"
"616","NTU616",0,0,6,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Coriobacteriia","OPB41","OPB41 order","OPB41 order"
"617","NTU617",0,0,4,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Coriobacteriia","OPB41","OPB41 order","OPB41 order"
"618","NTU618",7,0,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"619","NTU619",7,0,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellales order","Gaiellales order"
"620","NTU620",118,35,6,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellales order","Gaiellales order"
"621","NTU621",1,13,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14 family"
"622","NTU622",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"623","NTU623",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"624","NTU624",0,0,4,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"625","NTU625",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"626","NTU626",11,3,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"627","NTU627",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"628","NTU628",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"629","NTU629",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"630","NTU630",0,3,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"631","NTU631",0,0,16,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacteraceae family"
"632","NTU632",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Thermoleophilia","Thermoleophilia class","Thermoleophilia class","Thermoleophilia class"
"633","NTU633",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter"
"634","NTU634",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter"
"635","NTU635",0,0,4,"Bacteria","Bacteria domain","Bacteria domain","Armatimonadota","Armatimonadia","Armatimonadales","Armatimonadaceae","Armatimonas"
"636","NTU636",45,3,3,"Bacteria","Bacteria domain","Bacteria domain","Armatimonadota","Armatimonadia","Armatimonadales","Armatimonadales order","Armatimonadales order"
"637","NTU637",80,9,36,"Bacteria","Bacteria domain","Bacteria domain","Armatimonadota","Armatimonadia","Armatimonadales","Armatimonadales order","Armatimonadales order"
"638","NTU638",17892,742,321,"Bacteria","Bacteria domain","Bacteria domain","Armatimonadota","Armatimonadia","Armatimonadales","Armatimonadales order","Armatimonadales order"
"639","NTU639",109,0,2,"Bacteria","Bacteria domain","Bacteria domain","Armatimonadota","Armatimonadia","Armatimonadales","Armatimonadales order","Armatimonadales order"
"640","NTU640",11,0,0,"Bacteria","Bacteria domain","Bacteria domain","Armatimonadota","Armatimonadia","Armatimonadales","Armatimonadales order","Armatimonadales order"
"641","NTU641",347,0,0,"Bacteria","Bacteria domain","Bacteria domain","Armatimonadota","Armatimonadia","Armatimonadales","Armatimonadales order","Armatimonadales order"
"642","NTU642",0,0,6,"Bacteria","Bacteria domain","Bacteria domain","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas"
"643","NTU643",279,26,184,"Bacteria","Bacteria domain","Bacteria domain","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas"
"644","NTU644",10,0,4,"Bacteria","Bacteria domain","Bacteria domain","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadales order","Chthonomonadales order"
"645","NTU645",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadales order","Chthonomonadales order"
"646","NTU646",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Armatimonadota","Armatimonadota phylum","Armatimonadota phylum","Armatimonadota phylum","Armatimonadota phylum"
"647","NTU647",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Armatimonadota","Armatimonadota phylum","Armatimonadota phylum","Armatimonadota phylum","Armatimonadota phylum"
"648","NTU648",0,0,3,"Bacteria","Bacteria domain","Bacteria domain","Armatimonadota","Armatimonadota phylum","Armatimonadota phylum","Armatimonadota phylum","Armatimonadota phylum"
"649","NTU649",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Armatimonadota","Armatimonadota phylum","Armatimonadota phylum","Armatimonadota phylum","Armatimonadota phylum"
"650","NTU650",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","Bacteroidetes BD2-2 family"
