"","id","GR19-MIT5","IS19-13","IS19-14","domain","major_clade","kingdom","phylum","class","order","family","genus"
"1562","NTU1562",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia"
"1563","NTU1563",9,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia"
"1564","NTU1564",33,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia"
"1565","NTU1565",11,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsiaceae family"
"1566","NTU1566",23,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsiaceae family"
"1567","NTU1567",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"1568","NTU1568",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"1569","NTU1569",0,0,4,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"1570","NTU1570",10,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"1571","NTU1571",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Blastomonas"
"1572","NTU1572",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","DSSF69"
"1573","NTU1573",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter"
"1574","NTU1574",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1575","NTU1575",46,13,3,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1576","NTU1576",11,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1577","NTU1577",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1578","NTU1578",301,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1579","NTU1579",12,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1580","NTU1580",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1581","NTU1581",9,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1582","NTU1582",0,3,3,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1583","NTU1583",13,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1584","NTU1584",472,19,10,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1585","NTU1585",148,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1586","NTU1586",17,0,3,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1587","NTU1587",1,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1588","NTU1588",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1589","NTU1589",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Plot4-2H12"
"1590","NTU1590",38,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Polymorphobacter"
"1591","NTU1591",161,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Polymorphobacter"
"1592","NTU1592",678,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Polymorphobacter"
"1593","NTU1593",807,3,4,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Polymorphobacter"
"1594","NTU1594",2000,25,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Polymorphobacter"
"1595","NTU1595",10,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Polymorphobacter"
"1596","NTU1596",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter"
"1597","NTU1597",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter"
"1598","NTU1598",8,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis"
"1599","NTU1599",112,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis"
"1600","NTU1600",438,36,39,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis"
"1601","NTU1601",29,0,5,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis"
"1602","NTU1602",158,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sandarakinorhabdus"
"1603","NTU1603",19,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sandarakinorhabdus"
"1604","NTU1604",266,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingoaurantiacus"
"1605","NTU1605",8,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingoaurantiacus"
"1606","NTU1606",29,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"1607","NTU1607",9,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"1608","NTU1608",14,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"1609","NTU1609",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"1610","NTU1610",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"1611","NTU1611",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"1612","NTU1612",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"1613","NTU1613",8,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomicrobium"
"1614","NTU1614",82,0,6,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1615","NTU1615",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1616","NTU1616",9,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1617","NTU1617",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1618","NTU1618",102,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1619","NTU1619",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1620","NTU1620",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1621","NTU1621",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1622","NTU1622",8,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1623","NTU1623",13,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1624","NTU1624",9,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1625","NTU1625",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1626","NTU1626",41,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1627","NTU1627",18,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1628","NTU1628",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1629","NTU1629",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1630","NTU1630",34,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1631","NTU1631",10,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1632","NTU1632",16,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1633","NTU1633",290,11,47,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1634","NTU1634",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1635","NTU1635",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1636","NTU1636",10,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1637","NTU1637",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1638","NTU1638",24,8,16,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1639","NTU1639",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis"
"1640","NTU1640",32,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"1641","NTU1641",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingosinicella"
"1642","NTU1642",35,0,5,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae family"
"1643","NTU1643",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae family"
"1644","NTU1644",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae family"
"1645","NTU1645",107,0,5,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae family"
"1646","NTU1646",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Thalassobaculales order","Thalassobaculales order"
"1647","NTU1647",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera"
"1648","NTU1648",11,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria class","Alphaproteobacteria class","Alphaproteobacteria class"
"1649","NTU1649",8,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Zavarziniales","Zavarziniales order","Zavarziniales order"
"1650","NTU1650",20,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Acidithiobacillales","Acidithiobacillaceae","Acidithiobacillus"
"1651","NTU1651",62,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Candidatus Thiosymbion"
"1652","NTU1652",26,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Candidatus Thiosymbion"
"1653","NTU1653",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicellaceae family"
"1654","NTU1654",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","AT-s2-59","AT-s2-59 order","AT-s2-59 order"
"1655","NTU1655",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","B2M28","B2M28 order","B2M28 order"
"1656","NTU1656",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","A21b","A21b family"
"1657","NTU1657",0,7,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella"
"1658","NTU1658",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Kerstersia"
"1659","NTU1659",14,1876,17,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Parvibium"
"1660","NTU1660",25,9,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Alcaligenaceae family"
"1661","NTU1661",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","Aquaspirillaceae","Aquaspirillum"
"1662","NTU1662",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","B1-7BS","B1-7BS family"
"1663","NTU1663",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"1664","NTU1664",0,0,13,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"1665","NTU1665",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Candidatus Glomeribacter"
"1666","NTU1666",9,12,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus"
"1667","NTU1667",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter"
"1668","NTU1668",0,0,3,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter"
"1669","NTU1669",0,0,3,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter"
"1670","NTU1670",0,8,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"1671","NTU1671",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"1672","NTU1672",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia"
